INSTALL_LOCATION_PROVIDER,1,30,17.601055408970975,-0.8924792192686317,0.002061992816283092
WRITE_SYNC_SETTINGS,45,1114,653.5858575197889,-0.8711683051822294,0.07709192497006785
SUBSCRIBED_FEEDS_READ,10,237,139.0483377308707,-0.8658153435020992,0.016429426632965278
BIND_INPUT_METHOD,7,152,89.17868073878628,-0.8544375958116655,0.010576027670613277
CALL_PRIVILEGED,6,130,76.2712401055409,-0.8541410098522167,0.009046162032725822
BROADCAST_STICKY,36,733,430.0524538258575,-0.8455109518060748,0.051150725023280566
REORDER_TASKS,11,180,105.60633245382586,-0.8113310011811612,0.012704536384195823
SET_ACTIVITY_WATCHER,1,15,8.800527704485487,-0.7959293560198147,0.0010642543567912731
MODIFY_AUDIO_SETTINGS,73,905,530.9651715039578,-0.7582642064666749,0.06505254755886657
MOUNT_FORMAT_FILESYSTEMS,3,37,21.707968337730872,-0.7571633605002819,0.002660635891978183
RECORD_AUDIO,122,1235,724.5767810026385,-0.7117804250300606,0.09026207263535985
CLEAR_APP_USER_DATA,4,40,23.46807387862797,-0.7087527856758626,0.002926699481176001
BIND_APPWIDGET,6,59,34.615408970976254,-0.7045456317188584,0.004323533324464547
GET_ACCOUNTS,443,4049,2375.555778364116,-0.6856546154590446,0.29878941066914994
READ_CALENDAR,59,534,313.2987862796834,-0.6830502694377456,0.03944392709857656
CAMERA,231,1823,1069.5574670184697,-0.6447677156018827,0.1366236530530797
ACCESS_SURFACE_FLINGER,5,38,22.29467018469657,-0.6336281064276517,0.0028601835838765466
PERSISTENT_ACTIVITY,15,111,65.12390501319261,-0.6255799065826807,0.008381003059731275
BROADCAST_WAP_PUSH,12,86,50.45635883905013,-0.6157316813513267,0.006518557935346548
REBOOT,27,189,110.88664907651714,-0.6083739770190957,0.014367433816682188
WRITE_CALENDAR,72,463,271.6429551451187,-0.5809604188184521,0.035586005055208196
GLOBAL_SEARCH,57,364,213.55947229551452,-0.5786508635872663,0.028003192763070374
BIND_DEVICE_ADMIN,32,188,110.29994722955145,-0.5502457924544535,0.014633497405880005
BATTERY_STATS,54,286,167.79672823218996,-0.5130676594699847,0.022615405081814553
INTERNAL_SYSTEM_WINDOW,10,49,28.74839050131926,-0.4838495291999531,0.00392443794066782
BLUETOOTH,207,986,578.4880211081794,-0.47293912971973523,0.0793534654782493
READ_EXTERNAL_STORAGE,334,1253,735.1374142480211,-0.37519724677314886,0.1055607290142344
READ_FRAME_BUFFER,27,100,58.67018469656992,-0.3696756906587822,0.00844751895703073
STATUS_BAR,100,344,201.82543535620053,-0.33736532256146945,0.02953305840095783
BROADCAST_SMS,33,111,65.12390501319261,-0.3273810292086684,0.009578289211121457
BLUETOOTH_ADMIN,185,595,349.08759894459104,-0.30722974895662075,0.051882399893574564
KILL_BACKGROUND_PROCESSES,147,464,272.2296569920844,-0.29871373578527366,0.040641213249966744
FLASHLIGHT,100,299,175.42385224274406,-0.2738464792666884,0.026539843022482374
SET_ORIENTATION,28,78,45.76274406332454,-0.24080915493159274,0.007050685113742184
GET_TASKS,735,1912,1121.7739313984168,-0.20830426626418685,0.17606758015165624
EXPAND_STATUS_BAR,87,226,132.59461741424803,-0.2076308515715454,0.02081947585472928
ACCESS_MOCK_LOCATION,57,143,83.89836411609498,-0.1909061491582098,0.013303179459890914
WAKE_LOCK,2131,5195,3047.9160949868074,-0.1770478760747606,0.48729546361580417
CHANGE_NETWORK_STATE,400,969,568.5140897097625,-0.17399239876857303,0.09106026340295331
WRITE_SETTINGS,687,1636,959.8442216358839,-0.16567700700000362,0.15451642942663296
VIBRATE,1633,3820,2241.201055408971,-0.15698747863377674,0.36271118797392576
SYSTEM_ALERT_WINDOW,342,763,447.6535092348285,-0.1337973022334902,0.0735000665158973
WRITE_CONTACTS,542,1064,624.250765171504,-0.0705257973909312,0.10682453106292404
ACCESS_NETWORK_STATE,3680,7209,4229.533614775725,-0.0694773726922592,0.7242916056937608
ACCESS_FINE_LOCATION,1673,2700,1584.0949868073878,0.027295799954473256,0.29087401889051484
CHANGE_WIFI_STATE,985,1449,850.1309762532982,0.07349285990586768,0.16189969402687243
DISABLE_KEYGUARD,469,689,404.23757255936675,0.07416358328561315,0.07702540907276839
INTERNET,5340,7771,4559.260052770449,0.07886851573426944,0.8720899294931489
ACCESS_COARSE_LOCATION,1800,2451,1438.0062269129287,0.11179526774171503,0.28275907941998135
CALL_PHONE,735,984,577.314617414248,0.12015821548681012,0.1143408274577624
READ_LOGS,519,661,387.80992084432717,0.1446720819215589,0.07848875881335639
RECEIVE_BOOT_COMPLETED,2700,3079,1806.454986807388,0.19828113579486717,0.38439537049354794
MOUNT_UNMOUNT_FILESYSTEMS,235,266,156.062691292876,0.20185333570469907,0.03332446454702674
CHANGE_CONFIGURATION,184,202,118.51377308707124,0.2164735385257323,0.025675136357589463
HARDWARE_TEST,32,32,18.774459102902373,0.26047625382466416,0.0042570174271650925
SET_WALLPAPER,527,493,289.2440105540897,0.2912805317671057,0.06784621524544367
READ_PHONE_STATE,4946,4563,2677.1205277044855,0.2976313261806358,0.6324996674205136
RECEIVE_MMS,186,171,100.32601583113457,0.29921830162786556,0.02374617533590528
BIND_WALLPAPER,273,205,120.27387862796834,0.3883454500076484,0.031794598909139285
PROCESS_OUTGOING_CALLS,225,150,88.00527704485488,0.43767544192398145,0.024943461487295465
RESTART_PACKAGES,753,446,261.66902374670184,0.48422782676368775,0.07975256086204603
RECEIVE_WAP_PUSH,160,88,51.62976253298153,0.5120746541977027,0.016495942530264734
DELETE_PACKAGES,268,146,85.65846965699208,0.5155864937148491,0.02753758148197419
CONTROL_LOCATION_UPDATES,50,22,12.907440633245383,0.5896370762086274,0.004789144605560729
READ_HISTORY_BOOKMARKS,1003,394,231.16052770448547,0.6253963361890377,0.09292270852733803
WRITE_SMS,1244,458,268.70944591029024,0.6447309208827062,0.11321005720367168
READ_SMS,2085,723,424.1854353562005,0.6618939123596629,0.18677663961686844
UPDATE_DEVICE_STATS,166,54,31.681899736147756,0.6794658511635655,0.014633497405880005
RECEIVE_SMS,2139,675,396.02374670184696,0.6875581562365344,0.18717573500066517
WRITE_HISTORY_BOOKMARKS,916,277,162.51641160949868,0.698629691935849,0.0793534654782493
ACCESS_LOCATION_EXTRA_COMMANDS,605,174,102.08612137203166,0.7112484086833907,0.05181588399627511
INSTALL_PACKAGES,825,227,133.18131926121373,0.7220122818426464,0.06997472395902621
WRITE_APN_SETTINGS,563,151,88.59197889182057,0.7280752932456558,0.04749235067181056
DELETE_CACHE_FILES,119,30,17.601055408970975,0.7422998620870821,0.009910868697618732
SEND_SMS,2999,559,327.9663324538259,0.8028436120590783,0.23666356259145935
